Time,"Country Name","Access to clean fuels and technologies for cooking (% of population)","Total greenhouse gas emissions including LULUCF (Mt CO2e)","Total natural resources rents (% of GDP)","Renewable electricity output (% of total electricity output)","Renewable energy consumption (% of total final energy consumption)","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","Combustible renewables and waste (% of total energy)","Annual freshwater withdrawals, total (% of internal resources)","Alternative and nuclear energy (% of total energy use)","Arable land (% of land area)","Renewable internal freshwater resources per capita (cubic meters)","Population density (people per sq. km of land area)","Terrestrial and marine protected areas (% of total territorial area)","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)"
2022,"Afghanistan","36.1","39.1601","NA","NA","20","NA","54.75701944","NA","43.0159066808059","NA","11.9743035432286","1161.93557223737","62.2155405301811","3.6","0.755607623022327"
2022,"Albania","84.6","9.1576","NA","NA","NA","NA","4.789663462","12.8330231175039","2.96282527881041","28.45","21.8284671532847","9684.30951053196","101.375510948905","14.2","18.0493475452122"
2022,"Algeria","99.7","251.688","NA","NA","NA","NA","144.8149712","0.0259532113684171","91.5088468035921","0.09","3.16197401899452","247.309712525493","19.0941870229328","4.4","20.080692589082"
2022,"American Samoa","NA","NA","NA","NA","0.4","NA","NA","NA","NA","NA","4.85","NA","241.71","8.7","NA"
2022,"Andorra","100","NA","NA","NA","18.7","NA","NA","NA","NA","NA","1.59063829787234","3959.60102879368","169.585106382979","26.9","NA"
2022,"Angola","50","137.6204","NA","NA","NA","NA","1.871883289","46.4322770222642","0.476824324324324","6.55","4.31940322451271","4153.21676881475","28.5834835966953","5","120.282621281225"
2022,"Antigua and Barbuda","100","0.5638","NA","NA","0.9","NA","8.461538462","NA","8.46153846153846","NA","9.09090909090909","560.103403705299","211","0.4","368.34000393295"
2022,"Argentina","99.9","421.7943","NA","NA","NA","NA","10.45666408","4.36373830482016","12.9075342465753","7.33","15.7485867964585","6430.59851430271","16.5922716858687","9.6","15.8822769152371"
2022,"Armenia","97.9","9.8939","NA","NA","NA","NA","61.97296752","3.08192807043724","44.787869951888","24.25","15.7005807438174","2310.04984507611","105.297053157777","24.7","4.63068082779887"
2022,"Aruba","NA","NA","NA","NA","8.8","NA","NA","NA","NA","NA","11.1111111111111","NA","596.166666666667","0.1","NA"
2022,"Australia","100","464.6779","NA","NA","NA","NA","4.672295939","3.72894011707441","2.36178861788618","5.75","4.0646020161154","18912.6029780661","3.38199835673854","32.1","136.586358072679"
2022,"Austria","100","74.9931","NA","NA","NA","NA","8.676429953","20.5376563220908","5.70909090909091","13.15","16.0033082888997","6082.82529760776","109.571631119729","29.5","136.06249258863"
2022,"Azerbaijan","98.5","53.8117","NA","NA","NA","NA","57.52704791","0.553718985553843","160.52988293284","0.86","25.3103448275862","800.157290315405","122.707271627344","5.5","4.35937877614918"
2022,"Bahamas, The","100","4.9366","NA","NA","1.1","NA","NA","NA","NA","NA","0.799200799200799","1760.83795762921","39.7140859140859","8.6","NA"
2022,"Bahrain","100","62.4805","NA","NA","NA","NA","133.7068966","NA","3877.5","0.03","2.65822784810127","2.62347895609149","1929.99113924051","20.5","248.063939040548"
2022,"Bangladesh","28","278.8632","NA","NA","NA","NA","5.723339482","15.2663890663308","34.1619047619048","0.28","60.7838169814218","619.889977558035","1300.36002610164","4.9","8.52047750639283"
2022,"Barbados","100","0.8928","NA","NA","5.5","NA","87.5","NA","87.5","NA","16.2790697674419","283.368400172855","656.553488372093","0","76.4651654970305"
2022,"Belarus","99.7","51.5477","NA","NA","NA","NA","4.660514173","6.59783914867989","4.15882352941177","7.01","27.617123996256","3684.41031717246","45.4607172767131","13.8","40.5057437767625"
2022,"Belgium","100","111.7068","NA","NA","NA","NA","52.82574225","7.89570507347324","35.833461825","25.75","28.3186856430773","1027.3787885663","383.033055683085","17.8","121.139059986022"
2022,"Belize","82.5","-7.9917","NA","NA","30.8","NA","1.260294485","NA","0.661861074705111","NA","4.38404208680403","37891.1089977727","17.6559842174485","21.1","24.9988733193128"
2022,"Benin","6","12.6552","NA","NA","NA","NA","0.975243811","58.9240845434727","1.2621359223301","0.05","31.4468987229514","748.573658303452","122.024663001064","23.5","128.968510883038"
2022,"Bermuda","NA","NA","NA","NA","0.9","NA","NA","NA","NA","NA","5.55555555555556","NA","1199.05555555556","0","NA"
2022,"Bhutan","88","-8.1129","NA","NA","82.5","NA","1.413807531","NA","0.433205128205128","NA","2.58259045621395","99882.9576624315","20.4749344520189","49.7","7.74150183837192"
2022,"Bolivia","89.1","89.6385","NA","NA","NA","NA","0.202979589","11.9074752139208","0.118644412191104","3.25","5.13483577956245","25130.0927354243","11.1484851841595","30.9","106.418329451859"
2022,"Bosnia and Herzegovina","41.1","23.8417","NA","NA","NA","NA","2.071713147","18.6042542577039","0.878971830985916","6.16","7.36328125","11077.1273857168","62.5937890625","4.1","64.9830434450224"
2022,"Botswana","66","9.5717","NA","NA","NA","NA","2.230009819","27.8280010754133","8.88565995833333","0.08","0.458772254865633","983.650095987855","4.30521059411007","29.1","81.9138966486292"
2022,"Brazil","96.5","2049.9563","NA","NA","NA","NA","1.495816821","31.4612366978216","1.20014131778838","16.97","6.65722277923079","26917.8664854327","25.161867951482","29.3","27.9585719393291"
2022,"British Virgin Islands","NA","NA","NA","NA","1.3","NA","NA","NA","NA","NA","6.66666666666667","NA","255.46","0","NA"
2022,"Brunei Darussalam","100","7.4244","NA","NA","NA","NA","3.466465712","NA","1.08235294117647","0.01","0.759013282732448","18666.1396227244","86.4079696394687","9","141.309109347599"
2022,"Bulgaria","NA","54.9484","NA","NA","NA","NA","40.23530092","10.2529002262438","25.9211136285714","26.1","31.9454679439941","3248.21112506123","59.5532148120855","33.1","11.4034992249803"
2022,"Burkina Faso","17.2","74.16","NA","NA","71.4","NA","7.820267686","73.9738290376288","6.544","0.18","28.9012744883041","555.332484666826","82.2698757309942","16.4","20.3451715645393"
2022,"Burundi","0.1","-8.4222","NA","NA","83","NA","10.19286754","NA","2.78429423459245","NA","50.3702686915888","755.193059550576","518.734306853583","7.6","12.0651587494852"
2022,"Cabo Verde","83","1.2017","NA","NA","21.8","NA","59.68371","NA","59.68371","NA","12.4069478908189","577.21057218884","128.967990074442","0","11.6045274167584"
2022,"Cambodia","53.5","78.1007","NA","NA","NA","NA","1.036544851","33.4243049116348","1.81094527363184","6.86","23.3409228416044","7010.92518401063","97.4491502379334","31.8","15.8412939408519"
2022,"Cameroon","29.4","-37.1128","NA","NA","NA","NA","1.560430108","71.3255712427594","0.398681318681319","5.73","13.1158638488714","9879.57378577776","58.4560745488777","11","37.0331381892102"
2022,"Canada","100","795.1517","NA","NA","NA","NA","3.720700309","4.57471833802028","1.26764912280702","20.62","4.3631026204103","73197.1653742787","4.43022676846405","11.4","49.2278396231455"
2022,"Cayman Islands","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","0.833333333333333","NA","298.295833333333","0.1","NA"
2022,"Central African Republic","1","-147.3478","NA","NA","90.9","NA","0.335648148","NA","0.0514184397163121","NA","2.88933834151979","27657.6934778255","8.18331086070179","18.1","28.0508449184107"
2022,"Chad","9.5","85.8897","NA","NA","70","NA","4.294921875","80.5081707547601","5.864","0.02","4.20902160101652","812.773945458317","14.6563818297332","21","19.6170133680538"
2022,"Channel Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
2022,"Chile","100","67.9249","NA","NA","NA","NA","8.982121089","19.1825578928548","3.99638418079096","10.64","1.74588686071584","45261.513352709","26.3222982801325","37.9","7.89637315131452"
2022,"China","87.8","13813.1429","NA","NA","NA","NA","41.5185288","3.35207818296739","20.2097479469587","9.73","11.5635568441694","1991.89193973835","150.42004812419","14.7","29.3886772685908"
2022,"Colombia","93.6","309.1153","NA","NA","NA","NA","3.632281437","12.3067286364302","1.13117202797203","12.27","2.21063542136097","41458.9338919227","46.6317656602073","16.7","14.6207618023932"
2022,"Comoros","9.6","-1.3823","NA","NA","39.3","NA","0.833333333","NA","0.833333333333333","NA","34.9274583557227","1438.52464911986","448.247178936056","0.7","124.198592146684"
2022,"Congo, Dem. Rep.","4.3","57.9223","NA","NA","NA","NA","0.226883505","92.9040742930897","0.0759555555555556","2.84","6.39680862795263","8789.32274635319","45.1674943208134","13.8","76.5879091805002"
2022,"Congo, Rep.","39.65","5.4816","NA","NA","NA","NA","0.027446301","45.6352434464014","0.0207207207207207","2.56","1.61054172767204","36784.7844875581","17.6723396778917","33.3","221.19998890791"
2022,"Costa Rica","96.4","12.8538","NA","NA","NA","NA","5.881962457","8.22497718000783","3.05029203539823","42.27","3.27327457892675","22236.3686632499","99.5253623188406","28.8","20.1779188509637"
2022,"Cote d'Ivoire","42.6","86.8455","NA","NA","NA","NA","5.087565674","61.1570179105918","1.51223321186882","1.71","14.1790927672956","2528.04720986694","95.5817672955975","14.9","58.2553028545764"
2022,"Croatia","100","19.9168","NA","NA","NA","NA","1.509559804","18.4652312645529","1.80106100795756","8.71","15.2430307362402","9777.88129133392","68.8999463902788","23.9","94.3546987876971"
2022,"Cuba","94.7","10.4707","NA","NA","NA","NA","23.93944607","11.5700619318829","18.2528856243442","0.34","28.0211946050096","3446.71070596086","106.549325626204","6.7","12.0045167024619"
2022,"Curacao","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.15","NA","NA","337.828828828829","0.3","NA"
2022,"Cyprus","100","9.7757","NA","NA","NA","NA","30.48113723","6.89467680202991","28.5897435897436","6.6","10.2623051948052","585.862682800424","144.087662337662","11.2","130.837981745433"
2022,"Czechia","100","125.3441","NA","NA","NA","NA","21.97384428","11.784877568443","10.9885931558935","20.65","32.1272569631392","1232.18277758923","138.290511305111","22.2","152.344289848256"
2022,"Denmark","100","42.3769","NA","NA","NA","NA","25.26636019","32.797043480715","15.5725","12.54","59","1016.42595159068","147.575925","17.9","380.639091803346"
2022,"Djibouti","10.3","-4.8781","NA","NA","26.9","NA","6.333333333","NA","6.33333333333333","NA","0.129421915444349","263.829966862956","49.0550474547023","1.2","177.1348237718"
2022,"Dominica","86.7","-2.6194","NA","NA","8.9","NA","10","NA","10","NA","8","2992.84709544189","89.1013333333333","0.6","28.7048479816498"
2022,"Dominican Republic","92.8","48.6129","NA","NA","NA","NA","39.55331412","8.13077985048742","30.3702127659574","2.51","19.5692561644648","2092.47231748165","233.012351959686","18.7","13.6873267232684"
